WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Robson L.,Erakovic M.,38,71,1410,893,1,6,7,5,6,3,2,1,Completed,1.61,2.3,1.55,2.4,1.57,2.38,1.7,2.32,1.62,2.38,1.73,2.56,1.61,2.3
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Puig M.,Birnerova E.,65,152,929,419,4,6,6,3,6,4,2,1,Completed,,,1.4,2.9,,,1.4,3.3,1.4,2.88,1.44,1.38,3.3,3.16
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Radwanska A.,Keys M.,4,52,6465,1160,7,5,4,6,6,3,2,1,Completed,1.22,4.33,1.25,3.85,1.29,3.75,1.24,4.72,1.29,3.75,1.29,4.72,1.25,3.98
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Pironkova T.,Martic P.,72,141,890,457,6,1,4,6,6,2,2,1,Completed,1.33,3.4,1.35,3.15,1.4,3,1.38,3.36,1.36,3.25,1.4,3.55,1.36,3.13
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Lisicki S.,Stosur S.,24,13,1750,2905,4,6,6,2,6,1,2,1,Completed,1.57,2.37,1.55,2.4,1.57,2.38,1.64,2.45,1.57,2.5,1.71,2.56,1.58,2.36
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Kanepi K.,Riske A.,46,126,1281,512,6,2,6,3,,,2,0,Completed,1.5,2.62,1.5,2.55,1.53,2.5,1.53,2.73,1.5,2.63,1.55,2.98,1.49,2.61
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Li N.,Zakopalova K.,6,43,5155,1300,4,6,6,0,8,6,2,1,Completed,1.18,4.5,1.25,3.85,1.25,4,1.24,4.72,1.22,4.33,1.25,4.75,1.22,4.16
33,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Williams S.,Date Krumm K.,1,84,13615,789,6,2,6,0,,,2,0,Completed,1.01,26,1.01,11.5,1.01,26,1.02,27.78,1.01,19,1.04,35,1.01,20.27
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Kvitova P.,Suarez Navarro C.,8,18,4435,2165,7,6,6,3,,,2,0,Completed,1.33,3.4,1.3,3.45,1.29,3.75,1.34,3.62,1.25,4,1.36,4,1.3,3.5
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Flipkens K.,Pennetta F.,20,166,2038,375,7,6,6,3,,,2,0,Completed,1.36,3.25,1.35,3.15,1.36,3.25,1.39,3.32,1.36,3.2,1.4,3.75,1.34,3.24
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Kanepi K.,Robson L.,46,38,1281,1410,7,6,7,5,,,2,0,Completed,1.72,2.1,1.78,2,1.73,2.1,1.75,2.23,1.73,2.15,1.85,2.23,1.73,2.09
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Lisicki S.,Williams S.,24,1,1750,13615,6,2,1,6,6,4,2,1,Completed,11,1.05,8.5,1.06,10,1.05,10.25,1.08,8,1.08,11.5,1.1,9.17,1.06
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Li N.,Vinci R.,6,11,5155,3060,6,2,6,0,,,2,0,Completed,1.44,2.75,1.45,2.7,1.44,2.75,1.43,3.1,1.5,2.63,1.5,3.45,1.45,2.73
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Stephens S.,Puig M.,17,65,2530,929,4,6,7,5,6,1,2,1,Completed,1.3,3.5,1.28,3.6,1.33,3.4,1.33,3.71,1.29,3.75,1.34,3.75,1.3,3.52
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Radwanska A.,Pironkova T.,4,72,6465,890,4,6,6,3,6,3,2,1,Completed,1.25,4,1.25,3.85,1.3,3.5,1.28,4.22,1.29,3.75,1.3,4.95,1.26,3.81
33,London,Wimbledon,1/7/13,Grand Slam,Outdoor,Grass,4th Round,3,Bartoli M.,Knapp K.,15,104,2775,620,6,2,6,3,,,2,0,Completed,1.28,3.75,1.25,3.85,1.3,3.5,1.29,4.09,1.29,3.75,1.3,4.33,1.28,3.72
33,London,Wimbledon,2/7/13,Grand Slam,Outdoor,Grass,Quarterfinals,3,Lisicki S.,Kanepi K.,24,46,1750,1281,6,3,6,3,,,2,0,Completed,1.3,3.5,1.3,3.25,1.33,3.4,1.32,3.78,1.33,3.4,1.35,4.05,1.31,3.43
33,London,Wimbledon,2/7/13,Grand Slam,Outdoor,Grass,Quarterfinals,3,Radwanska A.,Li N.,4,6,6465,5155,7,6,4,6,6,2,2,1,Completed,2.37,1.57,2.3,1.6,2.25,1.62,2.34,1.69,2.2,1.73,2.51,1.73,2.3,1.62
33,London,Wimbledon,2/7/13,Grand Slam,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Stephens S.,15,17,2775,2530,6,4,7,5,,,2,0,Completed,1.8,2,1.82,1.95,1.8,2,1.88,2.06,1.8,2.05,1.91,2.1,1.82,1.97
33,London,Wimbledon,2/7/13,Grand Slam,Outdoor,Grass,Quarterfinals,3,Flipkens K.,Kvitova P.,20,8,2038,4435,4,6,6,3,6,4,2,1,Completed,2.75,1.44,2.9,1.4,3,1.4,3.1,1.43,3,1.4,3.25,1.5,2.86,1.42
33,London,Wimbledon,4/7/13,Grand Slam,Outdoor,Grass,Semifinals,3,Bartoli M.,Flipkens K.,15,20,2775,2038,6,1,6,2,,,2,0,Completed,1.66,2.2,1.65,2.15,1.62,2.25,1.72,2.3,1.67,2.25,1.81,2.4,1.67,2.21
33,London,Wimbledon,4/7/13,Grand Slam,Outdoor,Grass,Semifinals,3,Lisicki S.,Radwanska A.,24,4,1750,6465,6,4,2,6,9,7,2,1,Completed,1.72,2.1,1.8,2,1.62,2.25,1.88,2.06,1.73,2.2,1.88,2.25,1.74,2.09
33,London,Wimbledon,6/7/13,Grand Slam,Outdoor,Grass,The Final,3,Bartoli M.,Lisicki S.,15,24,2775,1750,6,1,6,4,,,2,0,Completed,2.75,1.44,2.7,1.45,2.75,1.44,2.83,1.51,2.88,1.44,2.9,1.53,2.74,1.46
